head,tail,label,predict
Q2669459,Q2364713,father,NA
Q70819,Q72684,father,father
Q2318426,Q336754,father,NA
Q721476,Q120411,father,child
Q4699809,Q5117540,father,father
Q561837,Q5483633,father,father
Q209397,Q161904,father,father
Q274812,Q8011967,father,father
Q294931,Q561826,father,father
Q13606618,Q668957,father,NA
Q131412,Q137814,father,sibling
Q950523,Q130832,father,father
Q22101496,Q706561,father,father
Q6501559,Q16013402,father,father
Q952428,Q367032,father,father
Q627261,Q627267,father,father
Q83653,Q8597,father,sibling
Q718095,Q168240,father,NA
Q846557,Q5003407,father,child
Q6781082,Q134068,father,father
Q2887907,Q463518,father,father
Q1260251,Q1260260,father,mother
Q5544593,Q4718772,father,father
Q3486875,Q316828,father,father
Q1752594,Q1556611,father,spouse
Q1395046,Q470978,father,father
Q123807,Q123057,father,father
Q1139448,Q336428,father,father
Q169992,Q170586,father,father
Q202381,Q469233,father,father
Q78769,Q57249,father,father
Q3276223,Q7356,father,mother
Q4827937,Q28457347,father,sibling
Q459633,Q159679,father,father
Q2280791,Q41661,father,father
Q116382,Q157112,father,father
Q189527,Q190563,father,father
Q1154734,Q1156935,father,father
Q228584,Q855,father,spouse
Q7244872,Q349284,father,father
Q3068408,Q576524,father,father
Q966269,Q348911,father,father
Q2859591,Q315659,father,father
Q3847526,Q55468,father,father
Q3036790,Q272498,father,father
Q235090,Q1232755,father,spouse
Q5882210,Q456216,father,father
Q2670643,Q669275,father,father
Q311308,Q57454,father,NA
Q263254,Q725382,father,father
Q4994612,Q4994666,father,father
Q270169,Q62282,father,father
Q218443,Q312622,father,father
Q5445861,Q5429939,father,child
Q766106,Q2856335,father,father
Q80273,Q3817341,father,father
Q2099366,Q5419688,father,father
Q7709033,Q796571,father,father
Q4948295,Q1886996,father,father
Q3135384,Q4921309,father,father
Q561074,Q11738090,father,father
Q351538,Q51673,father,father
Q346547,Q214672,father,father
Q243113,Q409,father,child
Q400257,Q4695144,father,father
Q7327667,Q6262895,father,sibling
Q4202635,Q4205332,father,NA
Q5195751,Q7174402,father,father
Q269392,Q3301,father,father
Q4965234,Q6777544,father,father
Q55395,Q3312920,father,father
Q185025,Q958562,father,NA
Q926984,Q313531,father,father
Q3028141,Q328358,father,father
Q1619728,Q2894809,father,NA
Q7606207,Q715936,father,father
Q5168029,Q9761,father,father
Q2282727,Q2566671,father,father
Q3750150,Q22954092,father,NA
Q513167,Q44980,father,father
Q3028711,Q166541,father,father
Q67181,Q689386,father,father
Q3276208,Q7400,father,father
Q682736,Q702602,father,operator
Q6205590,Q348932,father,father
Q290103,Q276269,father,father
Q609862,Q244852,father,child
Q3754184,Q2298503,father,father
Q6792754,Q9960,father,father
Q359356,Q926235,father,father
Q6066881,Q308255,father,father
Q3704965,Q4589920,father,father
Q173001,Q2125,father,father
Q8193987,Q736690,father,father
Q235841,Q58514,father,child
Q3743314,Q2221868,father,father
Q184433,Q6793535,father,father
Q244318,Q734411,father,father
Q5247782,Q2277365,father,father
Q343101,Q313005,father,father
Q2429447,Q1839954,father,sibling
Q953187,Q44546,father,father
Q7554715,Q7684462,father,father
Q283107,Q3044,father,father
Q426192,Q26731,father,father
Q8077323,Q8077385,father,NA
Q1226617,Q189527,father,father
Q2651925,Q663553,father,father
Q5923672,Q5250040,father,father
Q54223,Q314685,father,NA
Q2043420,Q878819,father,father
Q313817,Q5545499,father,father
Q127318,Q165349,father,father
Q378250,Q367226,father,father
Q6949475,Q3312010,father,father
Q3278281,Q4400917,father,father
Q5724819,Q8014443,father,father
Q86349,Q60936,father,sibling
Q9761,Q9760,father,child
Q157052,Q174231,father,father
Q4684802,Q577044,father,father
Q7908216,Q3304492,father,father
Q7332861,Q11287633,father,spouse
Q703780,Q18363,father,father
Q220806,Q203792,father,father
Q2561593,Q2560871,father,father
Q132387,Q4504505,father,father
Q3297122,Q788146,father,father
Q470398,Q6385397,father,father
Q269691,Q3044,father,father
Q772812,Q5540335,father,child
Q705961,Q14589955,father,child
Q731969,Q1058806,father,father
Q315194,Q315276,father,mother
Q9557,Q7534647,father,father
Q24445,Q298612,father,father
Q5873195,Q954720,father,father
Q2440804,Q3100982,father,NA
Q207363,Q237248,father,father
Q1463974,Q719626,father,father
Q11251240,Q7975736,father,father
Q7487,Q6955980,father,father
Q7409415,Q8620,father,NA
Q580137,Q33977,father,sibling
Q272249,Q437743,father,father
Q2836665,Q33866,father,father
Q11608,Q5481846,father,father
Q271104,Q86978,father,father
Q6222991,Q505146,father,father
Q4720909,Q8619,father,father
Q170083,Q7175686,father,father
Q468677,Q409,father,father
Q381250,Q773815,father,NA
Q138048,Q14356,father,mother
Q257604,Q127318,father,father
Q16201049,Q1274119,father,father
Q1528,Q312402,father,father
Q11091019,Q204077,father,father
Q237626,Q529850,father,father
Q878184,Q331327,father,father
Q6760316,Q7184614,father,father
Q336852,Q995016,father,father
Q50713,Q39931,father,father
Q134128,Q181896,father,child
Q1928794,Q1645523,father,father
Q946949,Q1727224,father,father
Q1342340,Q314067,father,father
Q336754,Q244852,father,father
Q7025782,Q4799537,father,father
Q176041,Q132545,father,father
Q151773,Q155394,father,father
Q7264635,Q4585965,father,father
Q213749,Q311433,father,father
Q912904,Q406388,father,father
Q53448,Q132545,father,father
Q193406,Q578878,father,father
Q2037403,Q2660310,father,mother
Q346761,Q169992,father,child
Q22978596,Q22004720,father,father
Q235591,Q54056,father,father
Q6636215,Q158861,father,father
Q567378,Q69242,father,father
Q470145,Q2918639,father,father
Q19875028,Q654588,father,father
Q244338,Q57373,father,father
Q992978,Q336754,father,father
Q4408025,Q5368671,father,father
Q5362276,Q310394,father,father
Q9391920,Q453523,father,father
Q6679399,Q3081687,father,father
Q4772643,Q6527093,father,mother
Q2833909,Q4389604,father,NA
Q4580130,Q4584368,father,father
Q119431,Q37135,father,father
Q454929,Q702602,father,mother
Q7777558,Q3346473,father,father
Q221364,Q40096,father,sibling
Q71680,Q455554,father,father
Q560005,Q468653,father,father
Q296304,Q3362,father,father
Q7453238,Q325553,father,father
Q549690,Q709769,father,mother
Q6698198,Q744866,father,father
Q5458233,Q2099366,father,father
Q53407,Q976190,father,father
Q7070314,Q299574,father,father
Q146906,Q294365,father,father
Q2776715,Q15917430,father,sibling
Q72524,Q63043,father,father
Q11249433,Q193492,father,father
Q271713,Q545424,father,father
Q715428,Q43715,father,father
Q333256,Q4171078,father,father
Q6680535,Q5535794,father,father
Q7378899,Q2787241,father,father
Q201575,Q295824,father,father
Q460960,Q1703956,father,mother
Q8413,Q131195,father,father
Q10069,Q10065,father,father
Q1128685,Q849438,father,father
Q221145,Q939,father,father
Q729723,Q332123,father,father
Q5543975,Q4889176,father,NA
Q10065,Q10061,father,father
Q533023,Q9053969,father,NA
Q101547,Q1396109,father,father
Q7581996,Q7268310,father,father
Q28448715,Q7430569,father,child
Q16230330,Q312583,father,NA
Q3053247,Q193658,father,father
Q469131,Q312849,father,father
Q326381,Q326223,father,father
Q106690,Q2153,father,father
Q7127279,Q5429939,father,father
Q315628,Q351751,father,father
Q257464,Q16859631,father,father
Q21872587,Q13120432,father,father
Q7810391,Q8589,father,father
Q232094,Q46768,father,child
Q1184942,Q3301,father,father
Q316797,Q16004,father,father
Q446050,Q171312,father,father
Q230091,Q716075,father,father
Q1557841,Q364187,father,father
Q355911,Q24445,father,father
Q1462644,Q143880,father,father
Q461063,Q10390,father,father
Q1059993,Q711295,father,father
Q332897,Q128985,father,father
Q4764162,Q4719465,father,father
Q270110,Q267331,father,father
Q478832,Q203129,father,father
Q3340840,Q1685890,father,sibling
Q62650,Q61796,father,composer
Q17487914,Q7152119,father,father
Q5218378,Q12970116,father,father
Q317364,Q455424,father,father
Q103333,Q529116,father,father
Q5094569,Q34012,father,father
Q245355,Q888263,father,father
Q4798035,Q3559943,father,father
Q3752663,Q21070387,father,father
Q4777182,Q2061166,father,father
Q2014626,Q3368743,father,NA
Q2207316,Q329811,father,father
Q717000,Q550811,father,father
Q837269,Q9717,father,mother
Q705869,Q716787,father,NA
Q485365,Q3308237,father,father
Q5310663,Q1058802,father,father
Q250506,Q749966,father,father
Q149724,Q314784,father,father
Q4972954,Q7175686,father,father
Q550622,Q1514672,father,father
Q150320,Q175833,father,father
Q6176081,Q41421,father,father
Q151930,Q174231,father,father
Q310867,Q377903,father,father
Q459434,Q878984,father,father
Q3132592,Q1386241,father,father
Q132716,Q3887191,father,father
Q433484,Q2651990,father,father
Q1312290,Q1312266,father,father
Q286022,Q3836673,father,father
Q242982,Q1804844,father,child
Q765682,Q41600,father,father
Q737306,Q332324,father,father
Q4992,Q1036784,father,father
Q2334373,Q157789,father,father
Q162356,Q4490179,father,father
Q298624,Q297657,father,father
Q258027,Q1385987,father,child
Q236927,Q150665,father,father
Q3107903,Q511683,father,father
Q54013,Q53441,father,father
Q3660158,Q151098,father,father
Q704110,Q7833326,father,father
Q151707,Q60094,father,father
Q57360,Q2072385,father,father
Q4693021,Q1801768,father,father
Q222373,Q342130,father,father
Q5032329,Q3620396,father,father
Q2641203,Q192485,father,father
Q12324510,Q180398,father,NA
Q7315713,Q8020275,father,father
Q7979441,Q1151926,father,father
Q18126249,Q128335,father,father
Q470177,Q535823,father,father
Q257227,Q127318,father,father
Q316974,Q19878,father,father
Q2851177,Q938207,father,father
Q313883,Q313907,father,father
Q951693,Q450787,father,father
Q7933098,Q2468400,father,father
Q16730143,Q16014404,father,father
Q259564,Q318142,father,NA
Q244739,Q281170,father,father
Q724676,Q444965,father,father
Q920620,Q2605460,father,father
Q6761309,Q7328980,father,father
Q242276,Q208082,father,father
Q86940,Q82686,father,father
Q4739418,Q7983414,father,father
Q131394,Q168769,father,father
Q5553307,Q5612753,father,father
Q5129152,Q3657052,father,father
Q520275,Q5526468,father,father
Q387130,Q558188,father,father
Q436803,Q330077,father,father
Q521190,Q192428,father,father
Q5537680,Q2553789,father,sibling
Q155581,Q150320,father,father
Q964608,Q134741,father,NA
Q2483728,Q145464,father,father
Q5640455,Q5963027,father,father
Q310775,Q187697,father,father
Q1982793,Q716794,father,father
Q2336911,Q316070,father,father
Q901527,Q342962,father,father
Q837103,Q6136801,father,father
Q447639,Q447034,father,father
Q6376404,Q347125,father,father
Q10920296,Q10920448,father,father
Q6111597,Q23685,father,father
Q62104,Q63534,father,father
Q6732667,Q5073949,father,father
Q441056,Q5234086,father,father
Q3838462,Q6882,father,father
Q140235,Q122553,father,father
Q232871,Q6382665,father,father
Q333905,Q6615222,father,father
Q95292,Q87571,father,father
Q6135010,Q6135008,father,father
Q76972,Q70898,father,spouse
Q2805230,Q3726692,father,father
Q2548384,Q6671292,father,father
Q130586,Q127318,father,father
Q23718894,Q51005,father,father
Q1275684,Q180081,father,father
Q305002,Q129247,father,father
Q284003,Q36788,father,father
Q6759143,Q18646037,father,father
Q355869,Q244852,father,NA
Q4275717,Q2025384,father,father
Q710336,Q712573,father,sibling
Q844333,Q311174,father,sibling
Q1401822,Q83029,father,father
Q1282823,Q1207498,father,father
Q633120,Q500739,father,father
Q310233,Q310303,father,NA
Q633258,Q31730,father,father
Q1142166,Q353698,father,father
Q605713,Q2566671,father,father
Q2447966,Q36591,father,father
Q5534685,Q183397,father,father
Q483008,Q484006,father,father
Q11058950,Q379171,father,father
Q292123,Q58755,father,father
Q3429250,Q154041,father,father
Q262989,Q153586,father,sibling
Q334869,Q31649,father,father
Q708431,Q703646,father,father
Q3555333,Q116532,father,father
Q4718973,Q4527389,father,father
Q61965,Q77561,father,father
Q379984,Q335525,father,father
Q5271213,Q550492,father,child
Q7553229,Q11221830,father,father
Q669318,Q2464947,father,father
Q1281245,Q2021651,father,NA
Q697258,Q11578254,father,NA
Q4798891,Q8010201,father,father
Q526345,Q673897,father,father
Q3266020,Q207356,father,father
Q233631,Q134259,father,father
Q319664,Q1046230,father,father
Q1186147,Q165883,father,sibling
Q51797,Q6315462,father,father
Q5262077,Q210417,father,child
Q727637,Q956091,father,father
Q241386,Q59734,father,NA
Q299925,Q61336,father,NA
Q699657,Q9703,father,father
Q1086852,Q16472,father,father
Q2299195,Q55190,father,father
Q20713317,Q773609,father,father
Q75820,Q171381,father,father
Q527462,Q3160988,father,father
Q4491946,Q126188,father,father
Q11673,Q521145,father,father
Q381863,Q34105,father,father
Q559803,Q530150,father,father
Q1276938,Q337013,father,father
Q7935972,Q3635516,father,father
Q5744977,Q8010280,father,NA
Q15260837,Q703646,father,mother
Q5479838,Q9191,father,child
Q205372,Q41370,father,father
Q152099,Q17142,father,mother
Q409520,Q170473,father,father
Q456526,Q298056,father,father
Q1259648,Q316881,father,father
Q6130586,Q5339352,father,father
Q779323,Q889146,father,father
Q21588766,Q3345031,father,father
Q6231483,Q6231481,father,father
Q705120,Q699481,father,father
Q8006249,Q8006250,father,NA
Q143867,Q1511,father,father
Q75876,Q95188,father,sibling
Q387014,Q189371,father,father
Q2253264,Q161351,father,father
Q1358541,Q1184871,father,father
Q3013377,Q3269685,father,mother
Q4363085,Q629702,father,father
Q458590,Q315276,father,child
Q6382117,Q12633371,father,sibling
Q18396923,Q5597761,father,NA
Q13018893,Q3182715,father,father
Q218186,Q355869,father,father
Q5539923,Q1277245,father,father
Q375016,Q5003407,father,father
Q7154249,Q339830,father,father
Q9717,Q9703,father,father
Q299387,Q168261,father,father
Q1195669,Q1319646,father,father
Q1757328,Q430775,father,father
Q238352,Q243453,father,father
Q382280,Q175121,father,father
Q1696968,Q67568,father,architect
Q1353815,Q212091,father,father
Q632587,Q636796,father,father
Q41600,Q3767041,father,NA
Q1301614,Q392435,father,sibling
Q717588,Q1319513,father,father
Q1489851,Q5729981,father,child
Q76736,Q57628,father,father
Q526992,Q217420,father,father
Q329555,Q378756,father,father
Q157121,Q687232,father,father
Q2752875,Q3595480,father,father
Q1984461,Q716794,father,father
Q714176,Q714159,father,father
Q7376392,Q182655,father,father
Q336220,Q33760,father,father
Q610384,Q2832427,father,father
Q576,Q848,father,father
Q1271461,Q1271414,father,father
Q2405360,Q1024683,father,father
Q5149366,Q7096517,father,father
Q152513,Q1453177,father,father
Q433761,Q3105804,father,father
Q550766,Q7771,father,father
Q323932,Q18511530,father,mother
Q565914,Q720944,father,father
Q44690,Q887338,father,father
Q427791,Q10501,father,father
Q204252,Q220252,father,father
Q354796,Q122610,father,father
Q237889,Q312594,father,father
Q3784916,Q335368,father,father
Q188627,Q134128,father,father
Q310406,Q19878,father,NA
Q1143605,Q2279550,father,father
Q5896081,Q317839,father,child
Q295228,Q125414,father,father
Q6251206,Q681007,father,father
Q4770972,Q3349404,father,father
Q28727440,Q5233752,father,father
Q2891613,Q4662382,father,NA
Q1790,Q1905851,father,father
Q525332,Q769772,father,father
Q711577,Q706174,father,father
Q837581,Q3539040,developer,NA
Q2609711,Q2210896,developer,developer
Q2397143,Q2274654,developer,developer
Q22251934,Q2080159,developer,NA
Q915860,Q928122,developer,publisher
Q2440,Q743717,developer,developer
Q1313980,Q149947,developer,publisher
Q1688484,Q7554222,developer,developer
Q1070984,Q1140960,developer,developer
Q1633714,Q1140960,developer,publisher
Q507430,Q489709,developer,NA
Q685649,Q1317020,developer,NA
Q358919,Q312,developer,NA
Q2123105,Q1318848,developer,publisher
Q2088341,Q1850424,developer,developer
Q2421517,Q66,developer,developer
Q910938,Q743712,developer,publisher
Q7927864,Q3492217,developer,developer
Q26422398,Q196259,developer,developer
